0.223 0.217 0.448 0.493   -1.0
0.474 0.475 0.034 0.954   1.0
0.154 0.261 0.190 0.361   -1.0
0.167 0.084 0.590 0.961   -1.0
0.778 0.497 0.792 0.945   1.0
0.505 0.828 0.897 0.737   1.0
0.842 0.960 0.461 0.289   1.0
0.031 0.763 0.927 0.064   -1.0
0.886 0.218 0.978 0.076   1.0
0.601 0.243 0.663 0.190   -1.0
0.872 0.969 0.701 0.665   1.0
0.140 0.169 0.742 0.038   -1.0
0.986 0.879 0.866 0.447   1.0
0.318 0.478 0.931 0.246   -1.0
0.648 0.132 0.760 0.626   1.0
0.339 0.227 0.450 0.002   -1.0
0.654 0.874 0.386 0.355   1.0
0.299 0.495 0.708 0.041   -1.0
0.614 0.027 0.412 0.480   -1.0
0.581 0.798 0.951 0.512   1.0
0.493 0.160 0.176 0.253   -1.0
0.384 0.592 0.013 0.834   -1.0
0.430 0.488 0.468 0.815   1.0
0.007 0.114 0.337 0.715   -1.0
0.870 0.329 0.182 0.282   -1.0
0.655 0.863 0.608 0.607   1.0
0.652 0.100 0.535 0.828   1.0
0.321 0.212 0.946 0.334   -1.0
0.540 0.764 0.533 0.008   -1.0
0.376 0.016 0.693 0.713   -1.0
0.849 0.583 0.060 0.030   -1.0
0.869 0.686 0.729 0.477   1.0
0.103 0.129 0.392 0.638   1.0
0.746 0.959 0.169 0.692   1.0
0.215 0.232 0.056 0.748   -1.0
0.635 0.124 0.256 0.329   -1.0
0.986 0.177 0.420 0.046   -1.0
0.286 0.915 0.893 0.014   1.0
0.185 0.118 0.521 0.578   -1.0
0.478 0.324 0.715 0.647   1.0
0.008 0.862 0.247 0.065   -1.0
0.487 0.700 0.734 0.743   1.0
0.571 0.730 0.206 0.992   1.0
0.414 0.277 0.692 0.307   -1.0
0.084 0.492 0.410 0.605   -1.0
0.166 0.083 0.394 0.881   -1.0
0.409 0.889 0.592 0.656   -1.0
0.203 0.144 0.654 0.937   -1.0
0.683 0.508 0.617 0.889   1.0
0.393 0.303 0.777 0.084   -1.0
0.069 0.168 0.103 0.479   -1.0
0.173 0.645 0.857 0.566   1.0
0.587 0.976 0.415 0.180   1.0
0.369 0.382 0.776 0.023   -1.0
0.663 0.706 0.827 0.280   1.0
0.327 0.673 0.899 0.104   1.0
0.509 0.172 0.925 0.611   1.0
0.699 0.784 0.296 0.555   1.0
0.821 0.143 0.326 0.237   -1.0
0.958 0.606 0.704 0.734   1.0
0.023 0.397 0.335 0.850   -1.0
0.930 0.177 0.349 0.829   1.0
0.106 0.338 0.453 0.031   -1.0
0.104 0.730 0.733 0.400   -1.0
0.084 0.221 0.428 0.410   -1.0
0.750 0.368 0.063 0.455   -1.0
0.692 0.478 0.498 0.027   -1.0
0.175 0.957 0.506 0.524   1.0
0.786 0.630 0.124 0.239   -1.0
0.073 0.343 0.392 0.806   -1.0
0.677 0.890 0.964 0.106   1.0
0.421 0.856 0.668 0.485   1.0
0.770 0.177 0.789 0.268   1.0
0.118 0.443 0.160 0.623   1.0
0.946 0.410 0.597 0.070   1.0
0.258 0.143 0.992 0.650   1.0
0.735 0.327 0.839 0.699   1.0
0.139 0.120 0.289 0.807   -1.0
0.600 0.577 0.782 0.389   1.0
0.985 0.507 0.289 0.145   -1.0
0.256 0.091 0.540 0.853   -1.0
0.189 0.111 0.304 0.181   -1.0
0.252 0.916 0.088 0.091   -1.0
0.521 0.231 0.734 0.810   1.0
0.339 0.409 0.615 0.121   -1.0
0.461 0.106 0.305 0.750   -1.0
0.435 0.006 0.342 0.975   -1.0
0.503 0.163 0.969 0.807   1.0
0.730 0.060 0.260 0.817   -1.0
0.874 0.338 0.382 0.608   1.0
0.420 0.947 0.557 0.035   -1.0
0.355 0.496 0.174 0.660   -1.0
0.425 0.095 0.252 0.767   -1.0
0.110 0.270 0.233 0.079   -1.0
0.577 0.808 0.137 0.836   1.0
0.288 0.710 0.964 0.670   1.0
0.111 0.090 0.266 0.668   -1.0
0.334 0.024 0.621 0.507   -1.0
0.867 0.932 0.779 0.118   1.0
0.848 0.228 0.969 0.081   1.0
